	identifier	source	file	clip	clip_soft	scale	sum_stat	strand_pair	description	strand
171	SRS1170027	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170027/coverage.w5	384	384	0.02	sum_sqrt	171	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19257) [19257-30-1_C311JACXX-6-18]	.
172	SRS1170028	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170028/coverage.w5	384	384	0.02	sum_sqrt	172	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19257) [19257-30-1_C30NNACXX-6-18]	.
173	SRS1170029	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170029/coverage.w5	384	384	0.02	sum_sqrt	173	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19257) [19257-30-1_C30BHACXX-6-18]	.
174	SRS1170090	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170090/coverage.w5	384	384	0.02	sum_sqrt	174	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19190) [19190-60-1_C311JACXX-1-08]	.
175	SRS1170091	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170091/coverage.w5	384	384	0.02	sum_sqrt	175	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19190) [19190-60-1_C30NNACXX-1-08]	.
176	SRS1170092	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170092/coverage.w5	384	384	0.02	sum_sqrt	176	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19190) [19190-60-1_C30BHACXX-1-08]	.
177	SRS1170093	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170093/coverage.w5	384	384	0.02	sum_sqrt	177	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19190) [19190-30-1_C30NNACXX-1-07]	.
178	SRS1170094	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170094/coverage.w5	384	384	0.02	sum_sqrt	178	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19190) [19190-30-1_C311JACXX-1-07]	.
179	SRS1170095	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170095/coverage.w5	384	384	0.02	sum_sqrt	179	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19190) [19190-30-1_C30BHACXX-1-07]	.
180	SRS1170160	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170160/coverage.w5	384	384	0.02	sum_sqrt	180	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19131) [19131-60-2_C311JACXX-8-21]	.
181	SRS1170161	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170161/coverage.w5	384	384	0.02	sum_sqrt	181	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19131) [19131-60-2_C30NNACXX-8-21]	.
182	SRS1170162	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170162/coverage.w5	384	384	0.02	sum_sqrt	182	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19131) [19131-60-2_C30BHACXX-8-21]	.
183	SRS1170163	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170163/coverage.w5	384	384	0.02	sum_sqrt	183	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19131) [19131-30-2_C311JACXX-8-20]	.
184	SRS1170164	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170164/coverage.w5	384	384	0.02	sum_sqrt	184	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19131) [19131-30-2_C30NNACXX-8-20]	.
185	SRS1170165	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP066450/SRS1170165/coverage.w5	384	384	0.02	sum_sqrt	185	RNA:4sU:HapMap LCL 4sU-seq of YRI individual (NA19131) [19131-30-2_C30BHACXX-8-20]	.
186	SRS1196884	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196884/coverage.w5	384	384	0.02	sum_sqrt	186	RNA:4sU:K562 Total RNA-Seq rep2	.
187	SRS1196885	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196885/coverage.w5	384	384	0.02	sum_sqrt	187	RNA:4sU:K562 Total RNA-Seq rep1	.
188	SRS1196886	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196886/coverage.w5	384	384	0.02	sum_sqrt	188	RNA:4sU:K562 Total RNA-Frag-Seq rep2	.
189	SRS1196887	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196887/coverage.w5	384	384	0.02	sum_sqrt	189	RNA:4sU:K562 Total RNA-Frag-Seq rep1	.
190	SRS1196888	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196888/coverage.w5	384	384	0.02	sum_sqrt	190	RNA:4sU:K562 4sU-Seq rep2	.
191	SRS1196889	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196889/coverage.w5	384	384	0.02	sum_sqrt	191	RNA:4sU:K562 4sU-Seq rep1	.
192	SRS1196890	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196890/coverage.w5	384	384	0.02	sum_sqrt	192	RNA:4sU:K562 TT-Seq rep2	.
193	SRS1196891	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP067119/SRS1196891/coverage.w5	384	384	0.02	sum_sqrt	193	RNA:4sU:K562 TT-Seq rep1	.
194	SRS1303345	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303345/coverage.w5	384	384	0.02	sum_sqrt	194	RNA:ActD:HEK293T FTO knockdown 2	.
195	SRS1303346	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303346/coverage.w5	384	384	0.02	sum_sqrt	195	RNA:ActD:HEK293T FTO knockdown 1	.
196	SRS1303347	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303347/coverage.w5	384	384	0.02	sum_sqrt	196	RNA:ActD:HEK293T Control for FTO knockdown 2	.
197	SRS1303348	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303348/coverage.w5	384	384	0.02	sum_sqrt	197	RNA:ActD:HEK293T Control for FTO knockdown 1	.
198	SRS1303351	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303351/coverage.w5	384	384	0.02	sum_sqrt	198	RNA:ActD:HEK293T Control for DCP2 knockout 2	.
199	SRS1303352	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1303352/coverage.w5	384	384	0.02	sum_sqrt	199	RNA:ActD:HEK293T Control for DCP2 knockout 1	.
200	SRS1735968	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735968/coverage.w5	384	384	0.02	sum_sqrt	200	RNA:ActD:HEK293T miCLIP-Seq of HEK293T cells hek293t_rnaseq	.
201	SRS1735969	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735969/coverage.w5	384	384	0.02	sum_sqrt	201	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition ctrl_nt_1	.
202	SRS1735970	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735970/coverage.w5	384	384	0.02	sum_sqrt	202	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition ctrl_nt_2	.
203	SRS1735971	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735971/coverage.w5	384	384	0.02	sum_sqrt	203	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition ctrl_actD_2	.
204	SRS1735972	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735972/coverage.w5	384	384	0.02	sum_sqrt	204	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition ctrl_actD_1	.
205	SRS1735978	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735978/coverage.w5	384	384	0.02	sum_sqrt	205	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition nes-fto_nt_1	.
206	SRS1735980	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735980/coverage.w5	384	384	0.02	sum_sqrt	206	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition nes-fto_nt_2	.
207	SRS1735981	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735981/coverage.w5	384	384	0.02	sum_sqrt	207	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition nes-fto_actD_1	.
208	SRS1735982	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP070463/SRS1735982/coverage.w5	384	384	0.02	sum_sqrt	208	RNA:ActD:HEK293T half-life measurement by transcriptional inhibition nes-fto_actD_2	.
209	SRS1386807	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386807/coverage.w5	384	384	0.02	sum_sqrt	209	RNA:ActD:K562__8h__rep2	.
210	SRS1386808	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386808/coverage.w5	384	384	0.02	sum_sqrt	210	RNA:ActD:K562__4h__rep2	.
211	SRS1386809	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386809/coverage.w5	384	384	0.02	sum_sqrt	211	RNA:ActD:K562__8h__rep1	.
212	SRS1386810	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386810/coverage.w5	384	384	0.02	sum_sqrt	212	RNA:ActD:K562__4h__rep1	.
213	SRS1386811	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386811/coverage.w5	384	384	0.02	sum_sqrt	213	RNA:ActD:K562__8h__rep0	.
214	SRS1386812	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386812/coverage.w5	384	384	0.02	sum_sqrt	214	RNA:ActD:K562__4h__rep0	.
215	SRS1386813	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386813/coverage.w5	384	384	0.02	sum_sqrt	215	RNA:ActD:K562__2h__rep2	.
216	SRS1386814	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386814/coverage.w5	384	384	0.02	sum_sqrt	216	RNA:ActD:K562__2h__rep1	.
217	SRS1386815	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386815/coverage.w5	384	384	0.02	sum_sqrt	217	RNA:ActD:K562__2h__rep0	.
218	SRS1386816	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386816/coverage.w5	384	384	0.02	sum_sqrt	218	RNA:ActD:K562__0.5h__rep2	.
219	SRS1386818	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386818/coverage.w5	384	384	0.02	sum_sqrt	219	RNA:ActD:K562__0.5h__rep1	.
220	SRS1386819	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386819/coverage.w5	384	384	0.02	sum_sqrt	220	RNA:ActD:K562__0.5h__rep0	.
221	SRS1386820	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386820/coverage.w5	384	384	0.02	sum_sqrt	221	RNA:ActD:K562__0.0h__rep2	.
222	SRS1386821	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386821/coverage.w5	384	384	0.02	sum_sqrt	222	RNA:ActD:K562__0.0h__rep1	.
223	SRS1386822	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386822/coverage.w5	384	384	0.02	sum_sqrt	223	RNA:ActD:K562__0.0h__rep0	.
224	SRS1386823	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386823/coverage.w5	384	384	0.02	sum_sqrt	224	RNA:ActD:HUES9__8h__rep2	.
225	SRS1386824	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386824/coverage.w5	384	384	0.02	sum_sqrt	225	RNA:ActD:HUES9__8h__rep1	.
226	SRS1386825	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386825/coverage.w5	384	384	0.02	sum_sqrt	226	RNA:ActD:HUES9__4h__rep2	.
227	SRS1386826	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386826/coverage.w5	384	384	0.02	sum_sqrt	227	RNA:ActD:HUES9__8h__rep0	.
228	SRS1386827	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386827/coverage.w5	384	384	0.02	sum_sqrt	228	RNA:ActD:HUES9__4h__rep1	.
229	SRS1386828	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386828/coverage.w5	384	384	0.02	sum_sqrt	229	RNA:ActD:HUES9__4h__rep0	.
230	SRS1386829	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386829/coverage.w5	384	384	0.02	sum_sqrt	230	RNA:ActD:HUES9__2h__rep2	.
231	SRS1386830	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386830/coverage.w5	384	384	0.02	sum_sqrt	231	RNA:ActD:HUES9__2h__rep1	.
232	SRS1386831	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386831/coverage.w5	384	384	0.02	sum_sqrt	232	RNA:ActD:HUES9__2h__rep0	.
233	SRS1386832	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386832/coverage.w5	384	384	0.02	sum_sqrt	233	RNA:ActD:HUES9__0.5h__rep2	.
234	SRS1386833	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386833/coverage.w5	384	384	0.02	sum_sqrt	234	RNA:ActD:HUES9__0.5h__rep1	.
235	SRS1386834	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386834/coverage.w5	384	384	0.02	sum_sqrt	235	RNA:ActD:HUES9__0.5h__rep0	.
236	SRS1386835	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386835/coverage.w5	384	384	0.02	sum_sqrt	236	RNA:ActD:HUES9__0.0h__rep2	.
237	SRS1386836	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386836/coverage.w5	384	384	0.02	sum_sqrt	237	RNA:ActD:HUES9__0.0h__rep1	.
238	SRS1386837	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP073186/SRS1386837/coverage.w5	384	384	0.02	sum_sqrt	238	RNA:ActD:HUES9__0.0h__rep0	.
239	SRS1824857	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824857/coverage.w5	384	384	0.02	sum_sqrt	239	RNA:ActD:HepG2_shNS_0h_rep1 (RNA-seq_rep1)	.
240	SRS1824858	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824858/coverage.w5	384	384	0.02	sum_sqrt	240	RNA:ActD:HepG2_shNS_0h_rep2 (RNA-seq_rep2)	.
241	SRS1824859	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824859/coverage.w5	384	384	0.02	sum_sqrt	241	RNA:ActD:HepG2_shNS_1h_rep1	.
242	SRS1824860	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824860/coverage.w5	384	384	0.02	sum_sqrt	242	RNA:ActD:HepG2_shNS_1h_rep2	.
243	SRS1824861	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824861/coverage.w5	384	384	0.02	sum_sqrt	243	RNA:ActD:HepG2_shNS_3h_rep1	.
244	SRS1824862	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824862/coverage.w5	384	384	0.02	sum_sqrt	244	RNA:ActD:HepG2_shNS_3h_rep2	.
245	SRS1824863	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824863/coverage.w5	384	384	0.02	sum_sqrt	245	RNA:ActD:HepG2_shNS_6h_rep1	.
246	SRS1824864	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824864/coverage.w5	384	384	0.02	sum_sqrt	246	RNA:ActD:HepG2_shNS_6h_rep2	.
247	SRS1824865	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824865/coverage.w5	384	384	0.02	sum_sqrt	247	RNA:ActD:HepG2_shIGF2BP1_0h_rep1 (RNA-seq_rep1)	.
248	SRS1824866	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824866/coverage.w5	384	384	0.02	sum_sqrt	248	RNA:ActD:HepG2_shIGF2BP1_0h_rep2 (RNA-seq_rep2)	.
249	SRS1824867	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824867/coverage.w5	384	384	0.02	sum_sqrt	249	RNA:ActD:HepG2_shIGF2BP1_1h_rep1	.
250	SRS1824868	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824868/coverage.w5	384	384	0.02	sum_sqrt	250	RNA:ActD:HepG2_shIGF2BP1_1h_rep2	.
251	SRS1824869	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824869/coverage.w5	384	384	0.02	sum_sqrt	251	RNA:ActD:HepG2_shIGF2BP1_3h_rep1	.
252	SRS1824870	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824870/coverage.w5	384	384	0.02	sum_sqrt	252	RNA:ActD:HepG2_shIGF2BP1_3h_rep2	.
253	SRS1824871	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824871/coverage.w5	384	384	0.02	sum_sqrt	253	RNA:ActD:HepG2_shIGF2BP1_6h_rep1	.
254	SRS1824872	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP094100/SRS1824872/coverage.w5	384	384	0.02	sum_sqrt	254	RNA:ActD:HepG2_shIGF2BP1_6h_rep2	.
255	SRS2648973	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP123295/SRS2648973/coverage.w5	384	384	0.02	sum_sqrt	255	RNA:4sU:HEK293_1h_R1	.
256	SRS2648974	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP123295/SRS2648974/coverage.w5	384	384	0.02	sum_sqrt	256	RNA:4sU:HEK293_2h_R1	.
257	SRS2648975	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP123295/SRS2648975/coverage.w5	384	384	0.02	sum_sqrt	257	RNA:4sU:HEK293_4h_R1	.
258	SRS2648976	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP123295/SRS2648976/coverage.w5	384	384	0.02	sum_sqrt	258	RNA:4sU:HEK293_8h_R1	.
259	SRS2648977	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP123295/SRS2648977/coverage.w5	384	384	0.02	sum_sqrt	259	RNA:4sU:HEK293_12h_R1	.
260	SRS2648978	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP123295/SRS2648978/coverage.w5	384	384	0.02	sum_sqrt	260	RNA:4sU:HEK293_24h_R1	.
261	SRS2648979	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP123295/SRS2648979/coverage.w5	384	384	0.02	sum_sqrt	261	RNA:4sU:HEK293_SS_R1	.
262	SRS2987611	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987611/coverage.w5	384	384	0.02	sum_sqrt	262	RNA:4sU:K562 s4u feed + chemical treatment: N/A total RNA (ED161201)	.
263	SRS2987612	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987612/coverage.w5	384	384	0.02	sum_sqrt	263	RNA:4sU:K562 s4u feed + chemical treatment: N/A enriched RNA (ED161202)	.
264	SRS2987613	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987613/coverage.w5	384	384	0.02	sum_sqrt	264	RNA:4sU:K562 s4u feed + chemical treatment: N/A enriched RNA (ED161203)	.
265	SRS2987614	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987614/coverage.w5	384	384	0.02	sum_sqrt	265	RNA:4sU:K562 s4u feed + chemical treatment: 2h 1 mM s4U, 0.5h 20 mM U enriched RNA (ED161206)	.
266	SRS2987615	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987615/coverage.w5	384	384	0.02	sum_sqrt	266	RNA:4sU:K562 s4u feed + chemical treatment: 2h 1 mM s4U, 0.5h 20 mM U enriched RNA (ED161207)	.
267	SRS2987616	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987616/coverage.w5	384	384	0.02	sum_sqrt	267	RNA:4sU:K562 s4u feed + chemical treatment: 2h 1 mM s4U, 0.5h 20 mM U enriched RNA (ED161208)	.
268	SRS2987617	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987617/coverage.w5	384	384	0.02	sum_sqrt	268	RNA:4sU:K562 s4u feed + chemical treatment: 2h 1 mM s4U, 18h 20 mM U enriched RNA (ED161209)	.
269	SRS2987618	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987618/coverage.w5	384	384	0.02	sum_sqrt	269	RNA:4sU:K562 s4u feed + chemical treatment: 2h 1 mM s4U, 18h 20 mM U enriched RNA (ED161210)	.
270	SRS2987619	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987619/coverage.w5	384	384	0.02	sum_sqrt	270	RNA:4sU:K562 s4u feed + chemical treatment: 2h 1 mM s4U, 18h 20 mM U enriched RNA (ED161211)	.
271	SRS2987620	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987620/coverage.w5	384	384	0.02	sum_sqrt	271	RNA:4sU:K562 s4u feed NA total RNA (ED170301)	.
272	SRS2987621	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987621/coverage.w5	384	384	0.02	sum_sqrt	272	RNA:4sU:K562 s4u feed NA total RNA (ED170302)	.
273	SRS2987622	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987622/coverage.w5	384	384	0.02	sum_sqrt	273	RNA:4sU:K562 s4u feed NA enriched RNA (ED170303)	.
274	SRS2987623	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987623/coverage.w5	384	384	0.02	sum_sqrt	274	RNA:4sU:K562 s4u feed NA enriched RNA (ED170304)	.
275	SRS2987624	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987624/coverage.w5	384	384	0.02	sum_sqrt	275	RNA:4sU:K562 s4u feed 5 min 1 mM s4U enriched RNA (ED170305)	.
276	SRS2987625	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP133231/SRS2987625/coverage.w5	384	384	0.02	sum_sqrt	276	RNA:4sU:K562 s4u feed 5 min 1 mM s4U enriched RNA (ED170306)	.
277	SRS3561638	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561638/coverage.w5	384	384	0.02	sum_sqrt	277	RNA:4sU:K562 enriched L_15_2	.
278	SRS3561639	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561639/coverage.w5	384	384	0.02	sum_sqrt	278	RNA:4sU:K562 enriched L_10_2	.
279	SRS3561640	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561640/coverage.w5	384	384	0.02	sum_sqrt	279	RNA:4sU:K562 enriched L_15_1	.
280	SRS3561641	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561641/coverage.w5	384	384	0.02	sum_sqrt	280	RNA:4sU:K562 enriched L_10_1	.
281	SRS3561642	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561642/coverage.w5	384	384	0.02	sum_sqrt	281	RNA:4sU:K562 enriched L_05_2	.
282	SRS3561643	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561643/coverage.w5	384	384	0.02	sum_sqrt	282	RNA:4sU:K562 enriched L_05_1	.
283	SRS3561644	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561644/coverage.w5	384	384	0.02	sum_sqrt	283	RNA:4sU:K562 enriched L_02_2	.
284	SRS3561645	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561645/coverage.w5	384	384	0.02	sum_sqrt	284	RNA:4sU:K562 enriched L_02_1	.
285	SRS3561646	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561646/coverage.w5	384	384	0.02	sum_sqrt	285	RNA:4sU:K562 enriched L_20_2	.
286	SRS3561647	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561647/coverage.w5	384	384	0.02	sum_sqrt	286	RNA:4sU:K562 enriched L_20_1	.
287	SRS3561648	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561648/coverage.w5	384	384	0.02	sum_sqrt	287	RNA:4sU:K562 enriched L_60_2	.
288	SRS3561649	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561649/coverage.w5	384	384	0.02	sum_sqrt	288	RNA:4sU:K562 enriched L_60_1	.
289	SRS3561650	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561650/coverage.w5	384	384	0.02	sum_sqrt	289	RNA:4sU:K562 enriched L_30_2	.
290	SRS3561651	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561651/coverage.w5	384	384	0.02	sum_sqrt	290	RNA:4sU:K562 enriched L_30_1	.
291	SRS3561652	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561652/coverage.w5	384	384	0.02	sum_sqrt	291	RNA:4sU:K562 total T_05_2	.
292	SRS3561653	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561653/coverage.w5	384	384	0.02	sum_sqrt	292	RNA:4sU:K562 total T_05_1	.
293	SRS3561654	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561654/coverage.w5	384	384	0.02	sum_sqrt	293	RNA:4sU:K562 total T_02_2	.
294	SRS3561655	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561655/coverage.w5	384	384	0.02	sum_sqrt	294	RNA:4sU:K562 total T_10_2	.
295	SRS3561656	recount3	/scratch4/jlinder/tillage/datasets/human/rna/recount3/SRP154414/SRS3561656/coverage.w5	384	384	0.02	sum_sqrt	295	RNA:4sU:K562 total T_10_1	.
